Formation energy [eV/atom],Vacancy energy [eV/O atom],Band gap [eV],A atomic number,B atomic number,A atomic radius,B atomic radius,A atomic volume,B atomic volume,A boiling point,B boiling point,A density,B density,A dipole polarizability,B dipole polarizability,A lattice constant,B lattice constant,A melting point,B melting point,A specific heat,B specific heat,A vdw radius,B vdw radius,A covalent radius cordero,B covalent radius cordero,A covalent radius pyykko,B covalent radius pyykko,A en pauling,B en pauling,A heat of formation,B heat of formation,A covalent radius slater,B covalent radius slater,A vdw radius uff,B vdw radius uff,A vdw radius mm3,B vdw radius mm3,A abundance crust,B abundance crust,A en ghosh,B en ghosh,A vdw radius alvarez,B vdw radius alvarez,A c6 gb,B c6 gb,A atomic weight,B atomic weight,A atomic radius rahm,B atomic radius rahm,A covalent radius pyykko double,B covalent radius pyykko double,A mendeleev number,B mendeleev number,A pettifor number,B pettifor number,A glawe number,B glawe number
0.5443539970778541,0.7299668551374536,0.0,0.39316239316239315,0.19658119658119658,0.29545454545454547,0.2318181818181818,0.0871559633027523,0.04021406727828747,0.41864232648371935,0.4962691856469963,0.4635364812971127,0.3159756791352581,0.1342029266644348,0.20428768541955428,0.2200488997555012,0.07212713936430316,0.3231562823215197,0.557481572642411,0.02807224185316058,0.07734589713388301,0.42436974789915966,0.40336134453781514,0.5043103448275862,0.47844827586206895,0.48,0.45,0.37499999999999994,0.2926829268292683,0.2830728704946683,0.4256477799447836,0.574468085106383,0.48936170212765956,0.30969267139479906,0.260441292356186,0.4265402843601897,0.3412322274881517,1.6268980477136658e-07,0.00022125813449023774,0.1685598280257286,0.12379024316126531,0.5833333333333334,0.5482456140350878,0.05099173541307165,0.10625918934059018,0.3647205384447357,0.17402557066404542,0.5723270440251572,0.6226415094339622,0.5093167701863354,0.33540372670807456,0.6068376068376068,0.42735042735042733,0.6862745098039216,0.5490196078431373,0.6470588235294118,0.5294117647058824
0.6789814235024003,0.7766036264379022,0.0,0.39316239316239315,0.6495726495726496,0.29545454545454547,0.2590909090909091,0.0871559633027523,0.0602446483180428,0.41864232648371935,0.7423125783862523,0.4635364812971127,0.993333096287868,0.1342029266644348,0.1316998995660377,0.2200488997555012,0.18948655256723715,0.3231562823215197,0.7022819811209594,0.02807224185316058,0.007656065959952888,0.42436974789915966,0.4327731092436975,0.5043103448275862,0.4870689655172414,0.48,0.45,0.37499999999999994,0.4573170731707317,0.2830728704946683,0.7695093842607836,0.574468085106383,0.46808510638297873,0.30969267139479906,0.18833727344365642,0.4265402843601897,0.3933649289099526,1.6268980477136658e-07,2.1691973960954448e-09,0.1685598280257286,0.4607458596181226,0.5833333333333334,0.5307017543859649,0.05099173541307165,0.07817491248068267,0.3647205384447357,0.6526082623416338,0.5723270440251572,0.6226415094339622,0.5093167701863354,0.36024844720496896,0.6068376068376068,0.5470085470085471,0.6862745098039216,0.6274509803921569,0.6470588235294118,0.5980392156862745
0.47923189313295755,0.8993565997270423,0.0,0.39316239316239315,0.3504273504273504,0.29545454545454547,0.2727272727272727,0.0871559633027523,0.07339449541284404,0.41864232648371935,0.8236520264660339,0.4635364812971127,0.4510915943677997,0.1342029266644348,0.21429979381314276,0.2200488997555012,0.10513447432762835,0.3231562823215197,0.7564839423416818,0.02807224185316058,0.030820573223400084,0.42436974789915966,0.4495798319327731,0.5043103448275862,0.5431034482758621,0.48,0.53,0.37499999999999994,0.4451219512195122,0.2830728704946683,0.7568197360755807,0.574468085106383,0.5106382978723404,0.30969267139479906,0.27186761229314416,0.4265402843601897,0.4075829383886256,1.6268980477136658e-07,2.603036876354881e-06,0.1685598280257286,0.12368304061316482,0.5833333333333334,0.5482456140350878,0.05099173541307165,0.15446802822845282,0.3647205384447357,0.3240429772826562,0.5723270440251572,0.6918238993710691,0.5093167701863354,0.39751552795031053,0.6068376068376068,0.4358974358974359,0.6862745098039216,0.5294117647058824,0.6470588235294118,0.5392156862745098
0.38300981006053014,0.9107038409046598,0.2039864973476933,0.39316239316239315,0.3418803418803419,0.29545454545454547,0.30454545454545456,0.0871559633027523,0.09480122324159022,0.41864232648371935,0.8455900518817425,0.4635364812971127,0.37775565353434787,0.1342029266644348,0.24183309189551114,0.2200488997555012,0.12347188264058677,0.3231562823215197,0.7174690040716932,0.02807224185316058,0.03415783274440519,0.42436974789915966,0.4537815126050421,0.5043103448275862,0.5862068965517241,0.48,0.575,0.37499999999999994,0.27439024390243905,0.2830728704946683,0.8505610293558927,0.574468085106383,0.5106382978723404,0.30969267139479906,0.3163908589440504,0.4265402843601897,0.4265402843601897,1.6268980477136658e-07,4.33839479392616e-05,0.1685598280257286,0.11471010292570105,0.5833333333333334,0.5964912280701754,0.05099173541307165,0.17098819108722196,0.3647205384447357,0.31365487794888597,0.5723270440251572,0.7358490566037735,0.5093167701863354,0.422360248447205,0.6068376068376068,0.4017094017094017,0.6862745098039216,0.5,0.6470588235294118,0.5098039215686274
0.5476935921519515,0.8988106843439267,0.0,0.39316239316239315,0.6324786324786325,0.29545454545454547,0.2636363636363636,0.0871559633027523,0.06498470948012232,0.41864232648371935,0.994937378750221,0.4635364812971127,0.9311086616413028,0.1342029266644348,0.1517241163532147,0.2200488997555012,0.057457212713936404,0.3231562823215197,0.9039028030531153,0.02807224185316058,0.008637612877895566,0.42436974789915966,0.44537815126050423,0.5043103448275862,0.5301724137931034,0.48,0.495,0.37499999999999994,0.3658536585365853,0.2830728704946683,0.9024847394949469,0.574468085106383,0.46808510638297873,0.30969267139479906,0.23325453112687144,0.4265402843601897,0.3981042654028436,1.6268980477136658e-07,1.5184381770065075e-09,0.1685598280257286,0.439520317837266,0.5833333333333334,0.5657894736842105,0.05099173541307165,0.09935075759965037,0.3647205384447357,0.6320957568807338,0.5723270440251572,0.7232704402515725,0.5093167701863354,0.38509316770186336,0.6068376068376068,0.47863247863247865,0.6862745098039216,0.5686274509803921,0.6470588235294118,0.5588235294117647
0.6449592986850343,0.8022616494443361,0.0,0.39316239316239315,0.36752136752136755,0.29545454545454547,0.25,0.0871559633027523,0.056574923547400624,0.41864232648371935,0.7034991488046138,0.4635364812971127,0.5484283885649267,0.1342029266644348,0.1767543873371859,0.2200488997555012,0.05012224938875307,0.3231562823215197,0.676097458792108,0.02807224185316058,0.028268551236749123,0.42436974789915966,0.4327731092436975,0.5043103448275862,0.5086206896551724,0.48,0.465,0.37499999999999994,0.4573170731707317,0.2830728704946683,0.7462070362959399,0.574468085106383,0.44680851063829785,0.30969267139479906,0.23680063041765173,0.4265402843601897,0.38388625592417064,1.6268980477136658e-07,2.1691973960954448e-09,0.1685598280257286,0.14164073359182,0.5833333333333334,0.5526315789473685,0.05099173541307165,0.1212775192121985,0.3647205384447357,0.3415178571428571,0.5723270440251572,0.6477987421383647,0.5093167701863354,0.35403726708074534,0.6068376068376068,0.5042735042735043,0.6862745098039216,0.6078431372549019,0.6470588235294118,0.5882352941176471
0.3333333333333333,0.9463443166309221,0.32631409741199163,0.39316239316239315,0.6153846153846154,0.29545454545454547,0.3181818181818182,0.0871559633027523,0.0963302752293578,0.41864232648371935,0.960849062335043,0.4635364812971127,0.7370573175935144,0.1342029266644348,0.18176044153398016,0.2200488997555012,0.12469437652811736,0.3231562823215197,0.8557232819680287,0.02807224185316058,0.009030231645072637,0.42436974789915966,0.47058823529411775,0.5043103448275862,0.6120689655172413,0.48,0.57,0.37499999999999994,0.24390243902439024,0.2830728704946683,0.9126161951318356,0.574468085106383,0.5106382978723404,0.30969267139479906,0.3183609141055949,0.4265402843601897,0.4265402843601897,1.6268980477136658e-07,4.33839479392538e-06,0.1685598280257286,0.4143786472782934,0.5833333333333334,0.5833333333333334,0.05099173541307165,0.13299181651205297,0.3647205384447357,0.6141460517693315,0.5723270440251572,0.779874213836478,0.5093167701863354,0.42857142857142855,0.6068376068376068,0.41025641025641024,0.6862745098039216,0.5098039215686274,0.6470588235294118,0.5
0.4721352536005009,0.7999610060440632,0.05481433853078284,0.39316239316239315,0.18803418803418803,0.29545454545454547,0.25,0.0871559633027523,0.0573394495412844,0.41864232648371935,0.6152407850168012,0.4635364812971127,0.2684184326553833,0.1342029266644348,0.21429979381314276,0.2200488997555012,0.08924205378973105,0.3231562823215197,0.5653369293410665,0.02807224185316058,0.0767569689831174,0.42436974789915966,0.40756302521008403,0.5043103448275862,0.5387931034482759,0.48,0.51,0.37499999999999994,0.28353658536585363,0.2830728704946683,0.5751120792279831,0.574468085106383,0.46808510638297873,0.30969267139479906,0.3081166272655633,0.4265402843601897,0.36018957345971564,1.6268980477136658e-07,0.00026030368763557395,0.1685598280257286,0.11261726157984477,0.5833333333333334,0.5350877192982456,0.05099173541307165,0.1432042808247466,0.3647205384447357,0.17042615498034072,0.5723270440251572,0.7421383647798742,0.5093167701863354,0.3416149068322981,0.6068376068376068,0.39316239316239315,0.6862745098039216,0.5196078431372549,0.6470588235294118,0.5196078431372549
0.45272385723231046,0.9312146617274323,0.0,0.39316239316239315,0.6239316239316239,0.29545454545454547,0.2818181818181818,0.0871559633027523,0.07538226299694188,0.41864232648371935,1.0,0.4635364812971127,0.8546614990755227,0.1342029266644348,0.16674227894359742,0.2200488997555012,0.10635696821515894,0.3231562823215197,0.963341668739608,0.02807224185316058,0.007656065959952888,0.42436974789915966,0.4537815126050421,0.5043103448275862,0.5775862068965517,0.48,0.525,0.37499999999999994,0.3048780487804878,0.2830728704946683,1.0,0.574468085106383,0.46808510638297873,0.30969267139479906,0.2892040977147361,0.4265402843601897,0.4075829383886256,1.6268980477136658e-07,2.7114967462030372e-06,0.1685598280257286,0.42695426587357416,0.5833333333333334,0.6008771929824561,0.05099173541307165,0.11346798767896217,0.3647205384447357,0.6240170380078637,0.5723270440251572,0.7484276729559748,0.5093167701863354,0.391304347826087,0.6068376068376068,0.4444444444444444,0.6862745098039216,0.5392156862745098,0.6470588235294118,0.5490196078431373
0.1365059486537257,0.4514330278806785,0.4721105931522263,0.10256410256410256,0.48717948717948717,0.2909090909090909,0.4636363636363636,0.08256880733944955,0.25076452599388377,0.4616746071068403,0.6235097330581068,0.11680859763902715,0.29717501066704594,0.14121140253994677,0.5096569914240034,0.21515892420537897,0.35085574572127143,0.24418376297770386,0.28044932640316306,0.15822536317235966,0.021790341578327443,0.31092436974789917,0.5546218487394958,0.40086206896551724,0.7586206896551724,0.47,0.655,0.2774390243902439,0.1280487804878049,0.3413287404067779,0.4542944707580862,0.425531914893617,0.6808510638297872,0.842001576044129,0.47044917257683216,0.3933649289099526,0.5734597156398105,0.17852494577006509,0.00014425162689804687,0.17661127399395612,0.22594132841120754,0.4605263157894737,0.7368421052631579,0.0778745458832505,0.5224171100828562,0.08864930953746177,0.47478429445172565,0.660377358490566,0.9308176100628931,0.34782608695652173,0.4968944099378882,0.6923076923076923,0.11965811965811966,0.7745098039215687,0.30392156862745096,0.7549019607843137,0.29411764705882354
